id_lote;fecha_produccion;producto_id;presentacion_id;turno_id;timestamp_control_calidad;viscosidad_ku;ph;unidades_planificadas;unidades_producidas;costo_materia_prima_usd
LOT01023;21/11/2024;PRD017;PRE02;T3;21/11/2024 23:44;41.7;8.61;300;166;4942.69
LOT01024;31/7/2024;PRD014;PRE02;T1;31/7/2024 12:30;77.3;7.36;100;98;2343.17
LOT01025;2/1/2025;PRD003;PRE02;T3;3/1/2025 03:13;99.5;5.7;250;130;3261.32
LOT01026;14/4/2025;PRD009;PRE05;T3;15/4/2025 02:24;106.2;8.21;30;29;11791.69
LOT01027;28/1/2025;PRD012;PRE03;T2;28/1/2025 19:42;99.4;6.8;80;79;6379.04
LOT01028;23/1/2025;PRD009;PRE02;T3;24/1/2025 01:02;99.4;8.45;200;194;1519.26
LOT01029;8/2/2025;PRD005;PRE02;T2;8/2/2025 19:17;78.0;8.97;200;175;2874.06
LOT01030;3/4/2025;PRD011;PRE04;T2;3/4/2025 18:20;84.7;10.67;40;24;1583.68
LOT01031;18/12/2024;PRD006; PRE02 ;T3;19/12/2024 00:36;99.9;9.05;100;98;771.13
LOT01032;17/6/2025;PRD004;PRE02;T1;06-17-2025 08:43;92.1;8.06;250;246;3012.46
LOT01033;12/8/2024;PRD023;PRE03;T2;12/08/2024 15.30;120.0;7.27;80;79;7776.14
LOT01034;18/10/2024;PRD028;PRE04;T2;18/10/2024 18:38;83.2;7.84;80;76;11478.05
LOT01035;28/6/2025;PRD023;PRE02;T3;29/6/2025 00:08;120.0;8.24;100;95;2219.32
lot01036;3/9/2024;PRD025;PRE05;T1;3/9/2024 09:26;71.4;7.42;20;19;30256.57
LOT01037;2/11/2024;PRD021;PRE02;T3;03/11/2024 04.51;104.4;7.54;100;95;2226.07
 LOT01038 ;10/2/2025;PRD001;PRE02;T1;10/2/2025 10:11;91.7;8.34;250;243;3436.09
LOT01039;8/1/2025;PRD007;PRE03;T3;08/01/2025 23.35;97.9;8.69;60;58;1622.9
LOT01040;17/1/2025;PRD016;PRE03;T2;17/1/2025 17:57;86.5;6.88;120;114;9785.98
LOT01041;17/7/2024;PRD026;PRE03;T1;17/7/2024 10:47;80.7;6.51;120;117;13267.81
LOT01042;12/5/2025;PRD004;PRE01;T1;12/5/2025 09:55;94.4;8.39;500;483;1787.67
LOT01043;30/4/2025;PRD011;PRE04;T1;30/4/2025 10:44;97.9;8.35;60;58;2545.97
LOT01044;13/7/2024;PRD015;PRE04;T1;13/7/2024 07:53;77.9;7.7;60;57;7310.69
LOT01045;26/3/2025;PRD006;PRE01;T1;26/3/2025 12:08;104.5;9.03;600;572;1050.26
LOT01046;19/6/2025;PRD011;PRE03;T3;20/6/2025 01:26;97.6;8.78;40;39;1265.55
LOT01047;8/5/2025;PRD023;PRE03;T3;9/5/2025 04:15;135.8;7.19;80;69;7426.59
LOT01048;28/11/2024;PRD016; PRE03 ;T3;29/11/2024 01:30;91.6;6.73;80;76;6652.01
LOT01049;1/1/2025;PRD024;PRE04;T2;1/1/2025 15:38;135.1;6.82;60;53;6878.88
LOT01050;22/8/2024;PRD005;PRE03;T1;22/8/2024 10:47;80.6;8.17;60;58;3098.3
LOT01051;11/2/2025;PRD001; PRE03 ;T3;12/2/2025 04:12;86.0;7.88;120;117;5836.34
LOT01052;8/5/2025;PRD020;PRE01;T2;8/5/2025 17:04;55.5;7.42;200;192;852.61
LOT01053;31/1/2025;PRD013;PRE04;T1;31/1/2025 08:34;71.5;8.21;100;86;12545.19
LOT01054;18/1/2025;PRD013;PRE03;T1;18/1/2025 10:48;82.6;6.93;80;77;6314.36
LOT01055;5/7/2024;PRD010;PRE03;T3;6/7/2024 03:02;99.1;8.19;60;58;1776.18
LOT01056;11/4/2025;PRD009;PRE02;t3;12/4/2025 02:05;92.0;8.77;300;294;2474.37
LOT01057;7/12/2024;PRD022; PRE03 ;T1;7/12/2024 12:26;107.9;7.3;80;79;7757.8
LOT01058;29/10/2024;PRD015;PRE05;T3;30/10/2024 01:46;98.7;7.92;10;9;10998.85
LOT01059;25/2/2025;PRD017;PRE02;T3;26/2/2025 05:00;62.5;7.19;250;244;4282.48
LOT01060;6/1/2025;PRD029;PRE05;T2;6/1/2025 18:38;70.0;7.94;25;22;34226.87
LOT01061;18/12/2024;PRD011;PRE02;T3;19/12/2024 04:05;115.3;8.3;150;89;1233.78
LOT01062;19/11/2024;PRD006;PRE01;T2;19/11/2024 17:50;122.6;7.03;300;184;619.38
LOT01063;29/8/2024;PRD021;PRE03;t1;29/8/2024 10:41;100.9;7.63;100;74;9486.58
LOT01064;24/9/2024;PRD001;PRE01;T3;25/9/2024 00:31;85.5;7.82;200;199;672.58
LOT01065;14/11/2024;PRD022;PRE02;T3;15/11/2024 00:26;114.9;7.96;150;149;3697.13
LOT01066;6/9/2024;PRD011;PRE04;T2;6/9/2024 19:39;98.1;8.29;40;38;1731.53
LOT01067;14/12/2024;PRD023;PRE02;T3;14/12/2024 23:29;127.6;7.73;150;147;3106.51
LOT01068;20/6/2025;PRD007;PRE01;T1;20/6/2025 09:26;113.9;7.72;300;264;535.62
LOT01069;27/5/2025;PRD005;PRE03;T3;28/5/2025 04:50;91.8;7.52;80;79;4075.89
LOT01070;25/3/2025;PRD008;PRE01;T1;25/3/2025 07:43;97.3;8.71;300;296;538.71
LOT01071;24/7/2024;PRD002;PRE02;T3;25/7/2024 03:15;93.3;7.76;150;129;1865.39
LOT01072;20/5/2025;PRD013;PRE02; T3 ;21/5/2025 00:41;91.7;7.76;250;249;5768.25
LOT01073;19/10/2024;PRD007;PRE02; T1 ;19/10/2024 08:47;108.4;8.76;100;98;724.56
LOT01074;24/1/2025;PRD028;PRE05;T1;24/1/2025 10:34;94.6;7.43;20;19;30936.54
LOT01075;29/7/2024;PRD026;PRE05;T3;30/7/2024 03:34;78.3;7.74;10;9;14445.77
LOT01076;14/1/2025;PRD021;PRE03;T3;15/1/2025 02:53;115.3;7.43;100;96;9590.71
LOT01077;18/4/2025; PRD024 ;PRE02;T2;18/4/2025 16:43;111.0;7.64;200;190;4596.08
LOT01078;29/4/2025;PRD001; PRE03 ;T3;30/4/2025 04:05;80.9;6.65;40;34;1897.63
LOT01079;15/8/2024; PRD003 ;PRE03;T1;15/8/2024 10:06;94.1;7.86;100;99;5376.32
LOT01080;4/2/2025;PRD002;PRE03;T1;4/2/2025 12:16;81.2;7.9;60;57;3245.78
lot01081;5/4/2025;PRD023;PRE03;T3;6/4/2025 03:10;125.2;8.4;120;119;11228.29
 LOT01082 ;10/6/2025;PRD025;PRE04;T1;10/6/2025 09:27;62.5;6.3;40;30;5428.22
LOT01083;26/7/2024;PRD010;PRE03;T2;26/7/2024 16:47;109.4;8.7;80;77;2479.38
LOT01084;14/1/2025;PRD019;PRE02;T2;14/1/2025 19:20;56.4;6.5;100;97;1540.93
LOT01085;11/2/2025;PRD024;PRE02;T3;12/02/2025 00.28;104.1;8.04;150;144;3095.51
lot01086;11/6/2025;PRD012;PRE04; T1 ;11/6/2025 11:22;80.9;6.62;80;78;10052.4
LOT01087;4/11/2024;PRD011;PRE03;T2;4/11/2024 18:45;107.5;9.41;80;78;2307.55
LOT01088;27/6/2025;PRD020;pre01;T3;28/6/2025 02:29;57.1;6.86;400;397;1520.6
LOT01089;1/2/2025;PRD018;PRE02;T3;2/2/2025 03:42;74.7;7.0;300;294;5127.0
lot01090;27/9/2024;prd006;PRE01;T1;27/9/2024 11:17;99.6;8.45;600;580;1091.45
LOT01091;2/12/2024;PRD026;PRE04;T1;2/12/2024 12:57;95.4;7.07;40;38;6133.13
LOT01092;22/2/2025;PRD024; PRE04 ;T1;22/02/2025 11.23;115.9;7.89;60;57;6965.83
LOT01093;1/1/2025;PRD014;PRE05;T1;1/1/2025 09:32;92.4;7.09;15;14;16435.42
LOT01094;18/7/2024;PRD010;PRE04;T1;18/7/2024 09:23;84.0;8.52;40;28;1514.24
LOT01095;30/5/2025;PRD023;PRE03;T1;30/5/2025 09:09;111.4;7.87;40;38;3819.4
LOT01096;2/12/2024;PRD029;PRE03;T1;2/12/2024 10:11;67.9;7.98;80;71;8394.07
LOT01097;20/9/2024;PRD013;PRE04;T3;21/9/2024 01:15;104.8;8.57;40;21;4300.76
LOT01098;25/2/2025;PRD029;PRE01;T1;25/2/2025 08:36;90.1;7.14;500;484;3787.5
 LOT01099 ;20/11/24;PRD020;PRE03;T3;21/11/2024 01:30;52.0;7.36;60;59;3822.43
LOT01100;20/2/2025; PRD007 ;PRE02;T1;20/2/2025 12:08;91.8;9.08;150;147;1050.63
LOT01101;22/8/2024;PRD029;PRE05;T2;22/8/2024 20:28;94.7;7.12;30;29;45906.48
LOT01102;12/6/2025;PRD012;PRE04;T2;12/6/2025 17:31;87.6;7.9;60;57;7097.53
LOT01103;17/3/2025;PRD013;PRE04;T3;18/3/2025 02:02;81.2;6.78;120;118;12740.44
LOT01104;25/12/2024;PRD002;PRE01;T1;25/12/2024 08:24;86.8;7.07;500;482;1508.24
LOT01105;3/5/2025;PRD004;PRE03;T3;4/5/2025 01:07;81.5;7.26;100;99;5510.86
LOT01106;9/1/2025;PRD001;PRE02;t1;9/1/2025 10:17;92.7;7.29;150;148;1786.65
LOT01107;13/3/2025;PRD010;PRE02;T3;14/3/2025 00:03;99.3;9.21;100;99;773.21
LOT01108;9/11/2024;PRD020;PRE04;T3;10/11/2024 03:15;65.9;6.31;120;118;9906.86
LOT01109;31/1/2025;PRD011;PRE04;T3;1/2/2025 02:56;100.9;8.21;120;114;4947.96
lot01110;29/4/2025;PRD010;PRE01;T1;29/4/2025 10:46;94.7;8.37;300;294;532.65
LOT01111;16/5/2025;PRD006;PRE01;T2;16/5/2025 20:13;91.9;8.31;200;192;382.91
LOT01112;16/9/2024;PRD028;PRE05;T3;17/9/2024 00:42;81.2;6.94;10;9;15114.98
LOT01113;12/11/2024;PRD013;PRE03;T3;13/11/2024 02:48;99.7;7.63;40;38;3402.23
LOT01114;15/1/2025;PRD015;PRE04;T2;15/1/2025 18:44;93.7;7.66;40;39;4848.08
LOT01115;2/10/2024;PRD005;pre03;T1;2/10/2024 09:50;80.7;7.24;80;78;4448.5
LOT01116;14/2/2025;PRD029;PRE04;T2;14/2/2025 19:10;111.5;7.93;120;85;16599.22
LOT01117;9/10/2024;PRD014;PRE04;T1;9/10/2024 12:22;79.8;7.09;40;38;4762.32
LOT01118;21/9/2024;PRD017;PRE04;T2;21/9/2024 17:25;51.5;6.6;100;95;8328.41
LOT01119;10/6/2025;PRD028;PRE04;T3;11/6/2025 01:44;63.4;7.28;40;30;6556.17
LOT01120;1/7/2024;PRD006;PRE02;T2;1/7/2024 16:56;103.3;9.19;150;149;1183.19
LOT01121;2/8/2024;PRD024;PRE05;T2;2/8/2024 18:42;112.2;8.34;25;24;30903.86
LOT01122;14/11/2024;PRD019;PRE02;T1;14/11/2024 08:11;38.0;6.34;250;193;4123.63
LOT01123;30/9/2024;PRD018;PRE03;T2;30/9/2024 16:52;59.4;7.04;100;97;6632.29
LOT01124;16/4/2025;PRD005;PRE02;T3;17/4/2025 02:40;83.4;7.41;250;245;2982.72
 LOT01125 ;13/5/2025;PRD028;PRE04;T3;14/5/2025 03:50;71.9;7.16;120;116;16277.74
LOT01126;19/4/2025;PRD022;PRE03;T3;20/4/2025 03:24;102.3;7.76;120;118;11549.48
LOT01127;1/4/2025;PRD015;PRE04;T2;1/4/2025 18:42;94.4;7.3;80;77;8370.33
LOT01128;17/7/2024;PRD013;PRE05;T1;17/7/2024 10:57;99.0;6.56;25;24;29590.61
LOT01129;1/7/2024;PRD018;PRE04;T1;1/7/2024 08:07;62.1;7.0;120;117;10319.61
LOT01130;14/2/2025;PRD004;PRE03;T1;14/2/2025 07:49;80.0;7.07;80;78;4418.21
LOT01131;19/8/2024;PRD020;PRE02;T2;19/8/2024 20:41;70.6;7.47;200;194;3219.32
LOT01132;26/5/2025;PRD001; PRE03 ;T1;26/5/2025 07:32;89.5;7.31;80;79;3883.22
LOT01133;6/6/2025;PRD009;PRE01;T2;6/6/2025 19:51;108.0;8.6;400;383;826.88
LOT01134;3/2/2025;PRD011;PRE05;T2;2/3/2025 17:10;92.5;8.01;15;14;6162.24
LOT01135;14/12/2024;PRD016;PRE04;T3;15/12/2024 02:01;83.2;6.64;60;58;6699.06
LOT01136;2/5/2025;PRD011;PRE03;T1;2/5/2025 07:26;97.9;8.99;40;39;1096.32
LOT01137;16/11/2024;PRD021;PRE01; T1 ;16/11/2024 10:57;109.6;8.01;600;579;3201.77
LOT01138;15/3/2025;PRD005;PRE03;T2;15/3/2025 20:13;89.2;7.67;40;38;1911.93
LOT01139;4/1/2025;PRD003;PRE02;T2;4/1/2025 18:36;84.5;8.31;200;191;2799.19
 LOT01140 ;5/5/2025;PRD026;PRE05;T2;5/5/2025 16:04;76.9;7.27;10;9;13874.44
LOT01141;20/3/2025;PRD023;PRE02;T2;20/3/2025 20:48;135.9;7.89;200;171;4517.78
LOT01142;20/6/2025;PRD014;PRE03;T1;20/6/2025 11:29;95.8;6.82;80;78;6935.82
LOT01143;27/11/2024;PRD019;PRE04;T3;28/11/2024 03:26;52.2;6.72;100;99;8555.38
LOT01144;9/11/2024;PRD008;PRE02;T3;10/11/2024 03:51;109.4;8.51;300;293;2306.94
LOT01145;28/10/2024;PRD020;PRE03;T3;29/10/2024 01:09;67.6;6.81;100;98;6036.04
LOT01146;9/6/2025;PRD024;PRE05;T3;10/6/2025 05:16;113.1;7.84;20;19;25871.2
LOT01147;12/9/2024;PRD017;PRE01;T3;13/9/2024 03:24;68.3;6.91;200;198;765.96
LOT01148;28/3/2025;PRD015;PRE05;T2;28/3/2025 18:15;95.3;7.68;15;14;18306.71
LOT01149;8/2/2025;PRD004;PRE01;T1;8/2/2025 08:06;89.1;8.48;600;572;2172.66
LOT01150;22/4/2025;PRD024;PRE04;T1;22/4/2025 10:39;104.4;8.29;100;97;11330.43
LOT01151;11/12/2024;PRD011;PRE03;T3;12/12/2024 00:54;90.4;9.12;40;39;1268.94
LOT01152;9/12/2024;PRD005;PRE04;T1;9/12/2024 08:57;90.9;7.06;40;39;2703.73
LOT01153;22/2/2025;PRD004;PRE01;T1;22/2/2025 10:54;93.6;8.4;600;584;1946.77
LOT01154;28/12/2024;PRD023;PRE02;T3;28/12/2024 23:55;118.8;7.82;250;238;5820.67
LOT01155;4/10/2024;PRD011;PRE04;T3;5/10/2024 02:44;92.0;8.44;100;99;4090.76
LOT01156;1/2/2025;PRD016;PRE04;T1;1/2/2025 11:24;83.6;6.87;60;58;6789.77
LOT01157;19/12/2024;PRD014;PRE02;T2;19/12/2024 19:25;76.1;7.06;100;95;2266.63
LOT01158;18/3/2025;PRD001;PRE02;T1;03-18-2025 09:40;90.1;7.68;300;296;3754.61
LOT01159;21/6/2025;PRD014;PRE04;T2;21/6/2025 20:12;79.3;7.3;80;79;9296.98
LOT01160;18/2/2025;PRD012;PRE03;T3;19/2/2025 03:43;86.3;7.83;40;39;3427.67
LOT01161;15/10/2024;PRD004; PRE04 ;T1;15/10/2024 12:00;83.1;7.7;80;79;5289.14
LOT01162;6/5/2025;PRD015;PRE01;T1;6/5/2025 08:29;79.8;7.74;500;499;2582.15
LOT01163;28/10/2024;PRD006;PRE05;T3;28/10/2024 23:49;99.0;8.2;20;19;7306.06
LOT01164;31/10/2024;PRD027;pre05;T1;31/10/2024 08:10;91.4;6.96;15;14;21496.72
LOT01165;2/10/2024;PRD018;PRE02;T3;3/10/2024 02:41;74.8;7.26;150;143;2149.92
LOT01166;7/10/2024;PRD006;PRE02;T3;8/10/2024 03:28;98.6;9.03;150;142;1023.32
 LOT01167 ;30/10/2024;PRD002;PRE05;T1;30/10/2024 11:35;81.1;7.54;25;24;17791.87
LOT01168;15/4/2025;PRD001;PRE01;T1;15/4/2025 07:52;83.2; 7,69 ;300;296;904.65
LOT01169;8/8/2024;PRD018;PRE04;T3;9/8/2024 04:17;54.6;6.04;80;77;7287.23
LOT01170;18/2/2025;PRD016;PRE03;T2;18/2/2025 18:31;85.2;7.97;60;59;5491.0
 LOT01171 ;1/10/2024;PRD006;PRE02;T1;1/10/2024 12:42;105.1;8.21;100;97;726.53
LOT01172;17/5/2025;PRD006;PRE02;t3;05-18-2025 02:27;94.5;8.2;250;238;1877.0
LOT01173;27/8/2024;PRD022; PRE01 ;T3;28/8/2024 00:21;103.2;7.86;200;193;1238.07
LOT01174;1/4/2025;PRD014;PRE04;T3;2/4/2025 02:35;88.9;7.69;120;118;12881.29
LOT01175;10/2/2025;prd017;PRE03;T2;10/2/2025 20:06;64.3;6.74;120;119;7001.51
LOT01176;17/5/2025;PRD024;PRE03;t2;17/5/2025 17:26;129.4;7.42;80;78;6869.4
LOT01177;4/10/2024;PRD008;PRE03;T2;4/10/2024 15:39;91.3;8.25;100;98;3145.53
LOT01178;7/4/2025;PRD029;PRE03;T1;7/4/2025 10:20;92.3;7.99;100;96;10375.27
LOT01179;2/7/2024;PRD025;PRE04;T2;2/7/2024 20:11;81.5;7.63;60;59;8349.95
LOT01180;23/7/2024;PRD019;PRE03;T3;24/7/2024 00:33;69.9;6.51;120; 119 ;8241.84
LOT01181;2/5/2025;PRD016;PRE05;T1;2/5/2025 09:47;85.9;7.84;15;14;15947.04
LOT01182;6/12/2024;PRD022;PRE03;T2;6/12/2024 15:46;119.1;8.21;40;38;3386.49
LOT01183;26/6/2025;PRD015;PRE04;T2;26/6/2025 19:34;86.0;7.57;40;38;4304.02
LOT01184;31/05/2025;PRD023;PRE04;T1;31/5/2025 12:15;145.8;9.86;60;47;7043.16
LOT01185;31/12/2024;PRD016;PRE03;T2;31/12/2024 19:14;79.0;7.9;80;79;6288.22
LOT01186;17/6/2025;PRD025;pre04;T1;17/6/2025 08:41;93.6;7.96;80;78;11488.48
LOT01187;13/7/2024;PRD002;PRE02;T1;13/7/2024 08:01;88.4;7.78;250;238;3036.11
lot01188;16/7/2024;PRD029;PRE03;T2;16/7/2024 20:35;70.3;7.6;100;98;10629.87
LOT01189;12/9/2024;PRD025;PRE03;T2;12/9/2024 19:43;95.6;6.95;40;38;4129.3
LOT01190;29/10/2024;PRD026;PRE04; T2 ;29/10/2024 20:51;72.5;8.0;120;115;19584.72
LOT01191;18/3/2025;PRD015;PRE05;T2;18/3/2025 19:53;107.3;7.96;15;13;16620.7
LOT01192;16/11/2024;PRD029;PRE05;T3;17/11/2024 04:11;113.9;7.6;15;9;20414.25
LOT01193;16/10/2024;PRD017;PRE03;T1;16/10/2024 08:26;68.2;7.32;100;97;6863.82
LOT01194;27/9/2024;PRD027;PRE03;T2;27/9/2024 18:51;94.0;7.46;40;39;4140.97
LOT01195;5/2/2025;PRD018;PRE01;T1;5/2/2025 10:16;58.4;6.88;400;390;1712.19
LOT01196;24/1/2025;PRD009;PRE03;T1;24/1/2025 08:11;116.0;9.98;60;43;1913.46
lot01197;22/1/2025;PRD003;PRE04;T1;22/1/2025 10:22; 86,4 ;8.24;60;58;3864.4
LOT01198;8/4/2025;PRD002;PRE02;T1;8/4/2025 07:56;92.1;7.05;100;96;1433.86
LOT01199;24/7/2024;PRD023;PRE02;T3;25/7/2024 02:37;122.8;8.41;300;299;7471.64
LOT01200;5/7/2024;PRD010;PRE04;T2;5/7/2024 16:02;118.1;8.02;60;42;2170.86
LOT01201;3/5/2025;PRD027;PRE04;T1;3/5/2025 09:35;73.4;7.12;100;95;15570.78
LOT01202;31/8/2024;PRD005;PRE01;T2;31/8/2024 19:54;92.6;7.06;500;488;1531.51
lot01203;14/3/2025;PRD001;PRE03;T2;14/3/2025 15:27;89.8;8.0;80;76;4425.15
LOT01204;9/4/2025;PRD027;PRE03;T2;9/4/2025 19:49;82.0;7.21;100;99;11660.04
LOT01205;29/8/2024;PRD008;PRE03;T1;29/8/2024 10:36;97.8;8.01;40;38;1167.35
 LOT01206 ;21/6/2025;PRD025;PRE03;T1;21/6/2025 11:59;87.3;6.93;80;78;8496.7
LOT01207;24/7/2024;PRD020;PRE04;T2;24/7/2024 16:39;83.8;7.74;120;95;10479.74
LOT01208;17/8/2024;PRD028;PRE05;T2;17/8/2024 17:57;94.6;7.82;20;19;29523.67
LOT01209;9/4/2025;PRD026;PRE04;T2;9/4/2025 18:31;74.1;7.66;100;99;14488.55
LOT01210;9/1/2025;PRD019;PRE02;T2;9/1/2025 19:16;55.7;6.58;150;144;2282.68
LOT01211;3/8/2024;PRD009;PRE02;T1;3/8/2024 08:48;99.2;8.09;300;291;2205.25
LOT01212;10/12/2024;PRD021;PRE04;T1;10/12/2024 10:09;100.5;7.28;100;96;10974.95
LOT01213;18/1/2025;PRD022;PRE02;T3;19/1/2025 01:38;105.6;7.77;200;199;4489.46
LOT01214;27/6/2025;PRD029;PRE04;T2;27/6/2025 18:31;107.6;7.0;100;83;14574.4
LOT01215;21/6/2025;PRD017;PRE04;T2;21/6/2025 17:57;86.4;6.27;60;33;5235.47
LOT01216;31/1/2025;PRD012;PRE05;T2;31/1/2025 18:25;85.7;6.89;10;9;12021.8
LOT01217;8/11/2024;PRD016;PRE04;T3;9/11/2024 03:12;89.7;7.79;60;59;6997.54
LOT01218;31/7/2024;PRD013;PRE05;T3;1/8/2024 01:03;87.1;6.66;10; 9 ;12365.91
LOT01219;5/4/2025;PRD016;PRE03;T2;5/4/2025 16:56;81.7;7.33;120;117;9463.61
LOT01220;1/10/2024;PRD019;PRE01;T1;01/10/2024 13:21;50.3;7.5;400;383;1563.29
LOT01221;21/1/2025;prd001;PRE04;T1;21/1/2025 11:15;109.3;9.74;80;53;5273.72
LOT01222;20/11/2024;PRD009;PRE02;T2;20/11/2024 19:51;108.3;8.01;150;149;1027.97
LOT01223;21/10/2024;PRD006;PRE04;T1;21/10/2024 08:59;104.0;9.49;100;95;4288.94
LOT01224;31/7/2024;PRD008;PRE02;T3;1/8/2024 03:31;99.1;8.97;150;145;1058.3
LOT01225;1/7/2024;PRD016;PRE03;T1;01/07/2024 10.29;85.5;7.24;80;79;7442.31
LOT01226;4/10/2024;PRD023;PRE05;T3;5/10/2024 02:39;126.5;7.36;10;9;12101.31
LOT01227;24/9/2024;PRD006;PRE02;T1;24/9/2024 10:32;90.8;9.21;200;193;1655.16
LOT01228;10/4/2025;PRD011;PRE02;T2;10/4/2025 17:38;105.1;8.37;150;144;1076.46
LOT01229;3/9/2024;PRD026;PRE04;T3;4/9/2024 02:03;74.9;7.37;100;98;15754.07
LOT01230;12/3/2025;PRD020;PRE01;T1;12/3/2025 09:40;62.0;6.46;400;385;1457.33
LOT01231;20/8/2024;PRD009;PRE03;T2;20/8/2024 17:22; 98.9 ;9.05;40;38;1135.71
 LOT01232 ;6/11/2024;PRD009;PRE02;T3;7/11/2024 00:56;128.0;8.42;250;185;1787.4
LOT01233;24/9/2024;PRD029;PRE04;T1;24/9/2024 08:04;90.7;7.79;80;76;11025.81
LOT01234;6/3/2025;PRD021;PRE01;T3;7/3/2025 01:22;97.5;7.18;400;303;2121.92
LOT01235;4/7/2024;PRD009;PRE03;t1;4/7/2024 12:47;99.9;8.65;100;99;2818.96
lot01236;13/5/2025;PRD019; PRE05 ;T1;13/5/2025 08:55;61.7;6.81;20;19;16043.79
LOT01237;4/4/2025;PRD026;PRE04;T1;4/4/2025 10:36;91.3;7.22;100;98;13553.97
LOT01238;23/5/2025;PRD019;PRE04;T1;23/5/2025 10:56;84.1;7.0;60;33;4889.17
LOT01239;9/4/2025;PRD026;PRE05;T2;9/4/2025 17:47;96.4;7.47;10;9;14008.58
LOT01240;30/1/2025;PRD019;PRE03;T1;30/1/2025 09:50;51.0;6.61;40;38;2686.85
LOT01241;28/5/2025;PRD012;PRE04;T2;28/5/2025 15:33;90.4;6.57;40;39;4403.93
LOT01242;22/10/2024;PRD006;PRE02; T1 ;22/10/2024 07:59;82.2;8.82;250;199;1715.09
LOT01243;17/1/2025;PRD024;PRE02;T2;17/1/2025 18:04;138.4;5.57;200;113;4239.77
LOT01244;10/10/2024;PRD022;PRE01;t1;10/10/2024 08:53;135.7;7.15;200;178;1094.32
LOT01245;30/9/2024;PRD009;PRE04;T3;1/10/2024 04:19;100.5;8.71;100;99;4201.64
lot01246;5/8/2024;PRD020;PRE02;T2;5/8/2024 19:03;39.9;4.59;100;75;1585.83
LOT01247;5/12/2024;PRD006;PRE01;T3;6/12/2024 02:00;105.4;8.25;400;386;802.7
LOT01248;1/4/2025;PRD009;PRE02;T2;1/4/2025 17:59;114.5;9.02;100;58;751.1
LOT01249;20/12/2024;PRD003;PRE03;T1;20/12/2024 12:03;82.6;7.59;80;76;4435.39
LOT01250;26/7/2024;PRD025;PRE03;T2;26/7/2024 20:16;92.1;6.94;100;97;12164.69
LOT01251;27/12/2024;PRD024;PRE02;T3;28/12/2024 02:32;128.4;8.69;150;117;3690.91
LOT01252;8/5/2025;PRD010;PRE04;T2;8/5/2025 15:49;99.1;9.39;60;58;2212.8
lot01253;29/10/2024;PRD015;PRE04;T1;29/10/2024 11:37;75.8;7.85;60;59;6882.34
LOT01254;27/2/2025;PRD001;PRE02;T1;27/2/2025 11:58;82.7;7.28;250;248;3291.21
LOT01255;16/12/2024;PRD001;PRE04;T3;17/12/2024 04:03;90.1;8.21;40;38;2940.8
LOT01256;13/7/2024;PRD006;PRE03;T2;13/7/2024 18:26;114.0;8.93;60;51;1870.01
LOT01257;12/2/2025;PRD025;PRE05;T2;12/2/2025 19:03;76.2;7.76;10;9;13988.58
LOT01258;10/6/2025;PRD016;PRE03;T3;11/6/2025 03:43;89.0;7.13;80;79;7335.09
LOT01259;5/12/2024;PRD024;PRE05;T2;5/12/2024 17:32;117.6;7.24;15;14;18328.89
LOT01260;24/5/2025;PRD003;PRE03;T2;24/5/2025 16:25;85.4;7.85;100;97;5768.58
LOT01261;29/3/2025;PRD018;PRE02;T2;29/3/2025 17:58;77.6;7.44;150;129;2475.41
LOT01262;3/7/2024;PRD003;PRE02;T2;3/7/2024 19:24;89.9;8.02;200;198;2660.66
LOT01263;16/12/2024;PRD004;PRE02;T3;17/12/2024 01:20;91.6;7.17;100;99;1449.3
LOT01264;3/8/2024;PRD002;PRE02;T1;3/8/2024 09:41;82.3;7.25;250;244;3407.57
LOT01265;17/3/2025;PRD011;PRE04;T2;17/3/2025 20:40;102.8;8.7;80;76;3148.13
LOT01266;24/1/2025;PRD024;PRE03;T1;24/1/2025 09:02;116.7;7.8;40;38;3326.43
LOT01267;1/5/2025;PRD014;PRE03;T2;1/5/2025 17:45;83.4;7.28;100;99;7971.33
LOT01268;10/7/2024;PRD022;PRE01;T1;10/7/2024 08:43;113.8;7.37;300;293;1630.06
LOT01269;28/11/2024;PRD002;PRE02;T1;28/11/2024 10:57;82.0;8.15;200;190;2569.19
LOT01270;2/11/2024;PRD003;PRE03;T2;2/11/2024 18:46;88.2;7.18;120;116;6298.0
LOT01271;23/1/2025;PRD014;PRE03;T1;23/1/2025 12:51;82.1;6.61;80;78;7053.19
LOT01272;15/1/2025;PRD029;PRE03;T1;15/1/2025 09:15;86.9;6.69;100;97;10288.51
LOT01273;2/6/2025;PRD006;PRE02;T3;3/6/2025 04:20;90.3;9.34;250;202;1876.39
LOT01274;27/9/2024;PRD025;PRE04;T1;27/9/2024 11:53;96.9;7.72;40;38;6123.75
LOT01275;26/11/2024;PRD005;PRE05;T1;26/11/2024 08:34;93.9; 7,22 ;30;29;22864.36
LOT01276;9/7/2024;PRD008;PRE04;T1;9/7/2024 12:20;96.4;9.35; 120 ;116;4351.85
LOT01277;16/12/2024;PRD022;PRE02;T2;16/12/2024 16:26;86.1;6.54;300;233;7475.32
LOT01278;18/4/2025;PRD009;PRE03;T1;18/4/2025 10:44;127.8;6.88;80;45;2608.92
